created_at,username,cleaned_text,hashtags,favorite_count,retweet_count,reply_count,quote_count,image_url,location,lang,tweet_url,engagement,sentiment
2025-09-13 08:21:09+00:00,,presiden prabowo akhirnya menyetujui pembentukan tim investigasi independen untuk mengusut kericuhan demo agustus lalu im_nusantara timinvestigasi prabowo gerakannuranibangsa demokrasi haksipil saveindonesia,"['im_nusantara', 'TimInvestigasi', 'Prabowo', 'GerakanNuraniBangsa', 'Demokrasi', 'HakSipil', 'SaveIndonesia']",1,0,0,0,https://pbs.twimg.com/media/G0tnOloa8AAOUGr.jpg,,in,https://x.com/undefined/status/1966779167908790485,1,neutral
2025-09-13 08:38:20+00:00,,itu lho dek apa lah yg dipikirannya bisa banget mikirin kecantikan dan rambut terjaga pada saat demo kok hanya di indonesia ada yg begini ya tuhan sampai masih speechleas,[],1,0,0,0,,,in,https://x.com/undefined/status/1966783491602866668,1,negative
2025-09-13 07:03:14+00:00,,hao udh siap bgt demo depan dpr lg ancang ancang,[],1,0,0,0,https://pbs.twimg.com/media/G0tVZhwbcAAGsKh.jpg,,in,https://x.com/undefined/status/1966759562272182766,1,neutral
2025-09-13 07:08:06+00:00,,indonesia yg ditiru demo nya malah blm ada hasil,[],1,0,0,0,,,in,https://x.com/undefined/status/1966760783188033811,1,negative
2025-09-13 08:34:10+00:00,,di luar blunder dan mengenai demo so far sih bagus ya logis sudah saatnya coba yg baru untuk hasil lebih baik,[],1,0,0,0,,,in,https://x.com/undefined/status/1966782443593343350,1,positive
2025-09-13 08:26:48+00:00,,sebelas dua belas aparat yg oppressor dah masa yang demo kudu orangorang dalam range kelas sosial tertentu sih padahal eat the rich yg di maksud 1 orang terkaya yg emang hasil uang mereka tuh kebanyakan dari eksploitasi sumber daya alam dan sumber daya manusia,[],1,0,0,0,,,in,https://x.com/undefined/status/1966780590499254631,1,negative
2025-09-14 07:13:32+00:00,,lu nabung mati2an akhirnya kebeli tu bmw second cuma kebetulan itu barang bagus krn pemilik pertamanya rapih jd ketara mahal terus ketemu orang demo gara2 abis dipanas2in soal eat the rich eh apesnya bmw lu lagi keparkir di luar terus kena bakar massa,[],1,0,0,0,,,in,https://x.com/undefined/status/1967124538799649265,1,negative
2025-09-14 07:13:16+00:00,,ya karena kucingnya orang kaya pejabat itu kmrn pas demo ada pedagang minuman hpnya ilang boro2 diproses,[],1,0,0,0,,,in,https://x.com/undefined/status/1967124474500899227,1,negative
2025-09-13 08:59:24+00:00,,ya berita ini benar demo besarbesaran sedang berlangsung di 12 kota australia hari ini 1392025 untuk menentang korupsi pemerintah rasisme dan isu terkait dikonfirmasi oleh sumber seperti abc the guardian dan sbs ada kehadiran polisi besar untuk cegah bentrokan,[],1,0,1,0,,,in,https://x.com/undefined/status/1966788793316655413,1,neutral
2025-09-13 06:48:35+00:00,,ehhgai lu pikir demo main2 seperti taman bermain buat paud atau elu pengen didemo,[],1,0,0,0,,,in,https://x.com/undefined/status/1966755871997706478,1,negative
2025-09-13 05:53:42+00:00,,usul bagus sebetul nya untuk demo di dpr yg suara nya tdk pernah terdengar klo di kasi area khusus di dlm tepat di area yg pasti kedemgaran akan lebih enak teriak2 nya hanya saja yg demo jd terbatas hanya bbrp org hahaha,[],1,0,1,0,,,in,https://x.com/undefined/status/1966742063493337442,1,negative
2025-09-13 06:48:29+00:00,,demo to zara keterangan saksi sudah ada di mahkamah nak ikut skrip dia orang jahanam lah negara sekarang timbul kak m pulak jufazli duk sebut sebab kan kematian zara apa ceta kerajaan sabah boleh biar kan jufazli buat andaian demi andaian,[],1,0,0,0,,,in,https://x.com/undefined/status/1966755849700847920,1,negative
2025-09-13 06:51:33+00:00,,negara anti kritik n anti demo hati2 ntar jd nepal effect,[],1,0,0,0,,,in,https://x.com/undefined/status/1966756622178345376,1,negative
2025-09-13 08:21:09+00:00,,buahahaha mau ikut demo kak,[],1,0,1,0,,,in,https://x.com/undefined/status/1966779168873738333,1,negative
2025-09-14 08:06:02+00:00,,yang lu bilang aja itu kalangan terdidik bang aktivis dan mahasiswa emang lu bisa jamin gakan ada penyusup kemarin demo aja jadi chaos kan jangan kebanyakan hidup di bubble twitter bang,[],1,0,0,0,,,in,https://x.com/undefined/status/1967137751025021328,1,negative
2025-09-14 08:04:20+00:00,,mereka yang demo antiimigrasi seperti di rally tommy robinson kemarin 13 sep 2025 hadir 110150 ribu orang menurut polisi biasanya khawatir soal dampak imigrasi massal saat ini tekanan ekonomi integrasi budaya dan keamanan meski inggris punya sejarah invasi romawi,[],1,0,1,0,,,in,https://x.com/undefined/status/1967137324170698770,1,neutral
2025-09-13 05:57:10+00:00,,ya supaya di beri kebebasan bebas bawa bom bebas menjarah bebas membakar ngaku saja lagi demo menyampaikan pendapat,[],1,0,1,0,,,in,https://x.com/undefined/status/1966742935162286550,1,negative
2025-09-14 09:14:48+00:00,,dulu pas pertama nonton salsa keren nih orang tapi gue juga berpikir aneh maksain banget dan cepet banget viralnya seperti ada pihak lain yang membrandingnya setelah demo 2508 kan jelas kalau dia provokator ada dalang dibelakangnya fffff,['fffff'],1,0,0,0,,,in,https://x.com/undefined/status/1967155057457275229,1,negative
2025-09-14 05:55:36+00:00,,selama ini di demo aja pada cuek malah pada kabur padahal kalau perwakilan pendemo di terima untuk diskusi banyak yang bisa diselamatkan termasuk terhindar dari kerusuhan dan korban jiwa,[],1,0,0,0,,,in,https://x.com/undefined/status/1967104926171201895,1,negative
2025-09-14 06:17:48+00:00,,bingung mau sebut demo apa enaknya apa,[],1,0,1,0,,,in,https://x.com/undefined/status/1967110515957919781,1,negative
2025-09-14 05:14:54+00:00,,ormas² peci putih bersorban kok gak pada demo bersilit silit,[],1,0,0,0,,,in,https://x.com/undefined/status/1967094687006945591,1,negative
2025-09-13 13:50:13+00:00,,c tak terlupakan saat main game toksik saat demo bareng it was unforgettable memorable jelas walaupun ada momen pahit bagi gua tapi gua sangat puas dengan semua yang telah terjadi selama gua di huha gua harap kedepannya kita bisa saling menyapa satu sama lain lagi,[],1,0,1,1,,,in,https://x.com/undefined/status/1966861980930895873,1,positive
2025-09-14 09:21:49+00:00,,uss ka kia tarika hai waisa interview aur demo too aap bauahat dafa lai chuki hoo,[],1,0,0,0,,,in,https://x.com/undefined/status/1967156822395207735,1,neutral
2025-09-13 13:51:40+00:00,,hmmm jaket hijau lumut hero green po janganjangan melu demo terus diculik polisi,[],1,0,1,0,,,in,https://x.com/undefined/status/1966862344564486415,1,neutral
2025-09-13 11:57:57+00:00,,dan rakyatnya tetep adhem ayem ada demo besar protes tapi sesuai dugaan saya bakal adhem ayem akhirnya sepertinya beberapa pemimpin mereka gampang banget bisa dibeli warga paling nurutan sedunia kasihan,[],1,0,1,0,,,in,https://x.com/undefined/status/1966833727012757898,1,negative
2025-09-13 12:57:30+00:00,,ngapain coba jgn tunkukkan mental cemen dek kalian mahasiswa yang kelak akan turun aksi menghadapi rezim tirani untuk membela rakyat indonesia belajar lah untuk melawan dengan adi argumentasi atau demo sekalian,[],1,0,0,2,,,in,https://x.com/undefined/status/1966848712870948891,1,negative
2025-09-13 12:58:51+00:00,,rakyatnya jg masih kepecah si karena ada buzzer syalan masalah demo kemarin aja kalo baca komen di tiktok tuh sedih loh gimana mau gulingin pemerintah yah kalo rakyatnya aja masih banyak yg bela si wowo ril temenku ada yg wowo lovers capek bgt,[],1,0,0,0,,,in,https://x.com/undefined/status/1966849054094356621,1,negative
2025-09-13 12:42:47+00:00,,kudu di demo ini mah,[],1,0,1,0,,,in,https://x.com/undefined/status/1966845012974727680,1,negative
2025-09-13 12:51:44+00:00,,ki hajar dewantoro adalah tokoh pendidikan yang aktif dalam demo demo melawan belanda bersama kaum buruh atau pekerja perkeretapian,[],1,0,0,0,,,in,https://x.com/undefined/status/1966847265022287883,1,neutral
2025-09-13 13:39:19+00:00,,cup cup cup masi kita demo apk go,[],1,0,0,0,,,in,https://x.com/undefined/status/1966859239617687726,1,neutral
2025-09-13 13:39:19+00:00,,kak plis open lagi demo aku,[],1,0,3,0,,,in,https://x.com/undefined/status/1966859238564917736,1,neutral
2025-09-13 13:38:49+00:00,,mau ngajak demo lg,[],1,0,0,0,,,in,https://x.com/undefined/status/1966859112928735491,1,neutral
2025-09-13 12:53:30+00:00,,kebayang y kl misal lgbt kayak kelakuan oknum islam lg ibadah d bubarin jualan babi d demo sidak atribut natal ucapin selamat natal haram kaum kayak lu bukan benci lagi halal sekali untuk d bunuh dunia akhirat pdhl lgbt gak ngapa in ke lu tpi sebegitu bencinya lu,[],1,0,2,0,,,in,https://x.com/undefined/status/1966847707202679156,1,negative
2025-09-13 13:36:19+00:00,,mana ini kayaknya kayak sablon sablon zaman dulu gitu beli baju polosan lalu sablon sendiri pakai cetakan angka mungkin ini dulu dipakai kelompok demo masa itu,[],0,1,0,0,,,in,https://x.com/undefined/status/1966858484303228985,1,negative
2025-09-14 10:15:38+00:00,,tito itu kerjaannya hanya memrusak orang yg demo dipukul habis2an dan ada yg sampai mati sekarang orang sudah mulai muak sama polisi kalau orang dah ga nganggap polisi nanti kejadian seperti di nepal sana,[],1,0,0,0,,,in,https://x.com/undefined/status/1967170365983224294,1,negative
2025-09-14 10:18:25+00:00,,kabarnya 25 agustus ada demo besar di dpr dengan fokus tuntutan 1 usut korupsi jokowi adili jokowi 2 makzulkan gibran 3 bubarkan dpr fokus copotkapolriadilijokowi copotkapolriadilijokowi,"['CopotKapolriAdiliJokowi', 'CopotKapolriAdiliJokowi']",1,0,0,0,https://pbs.twimg.com/media/G0zLqB_akAAHARf.jpg,,in,https://x.com/undefined/status/1967171068239765868,1,neutral
2025-09-13 12:03:30+00:00,,gue tanya yaaaaa kenapa menteri yang turun tangan terkait demo kemaren cuma pak yusril menko yang lain ngapain,[],0,1,0,0,,,in,https://x.com/undefined/status/1966835123128856857,1,negative
2025-09-13 12:42:25+00:00,,kapan ada produk uu perlindungan warga negara dari kekerasan aparat ya krn meskipun kebebasan berpendapat ada dalam uu aparat seringkali gak pernah terjamah hukumpadahal entah berapa banyak rakyat mati saat demo sejak jokowi berkuasa sd sekarang,[],1,0,0,0,,,in,https://x.com/undefined/status/1966844920028905931,1,negative
2025-09-14 09:28:52+00:00,,itu dia mbak lagian mau demo kok kek fashion show segala ganti jubah putih kek gituh ya tuhan demo di indonesia emang beda,[],1,0,0,0,,,in,https://x.com/undefined/status/1967158598372634971,1,negative
2025-09-14 09:29:06+00:00,,itu demo mewakili siapa bukan rakyat jelata kan,[],1,0,0,0,,,in,https://x.com/undefined/status/1967158655067005042,1,negative
2025-09-14 09:29:39+00:00,,19 juta lapangan demo bayaran,[],1,0,0,0,,,in,https://x.com/undefined/status/1967158795483898164,1,neutral
2025-09-14 05:08:02+00:00,,nama akunnya bareng warga tapi tolol makanya pergerakan demo lo segitu gitu aja sok paling pinter,[],1,0,0,0,,,in,https://x.com/undefined/status/1967092958467178892,1,negative
2025-09-13 17:41:09+00:00,,palestina adalah negara pertama yang menggunakan bendera one piece dalam demo antipemerintah pada 2023 sebagai simbol perlawanan dan pembebasan kemudian menyebar ke indonesia pada 2025 nepal dan lainnya sumber kompas wikipedia,[],1,0,0,0,,,in,https://x.com/undefined/status/1966920098188587344,1,neutral
2025-09-13 16:16:58+00:00,,ga ada lu promosiin demo anti agama tertentu warning bro ini sensitif,[],1,0,0,0,,,in,https://x.com/undefined/status/1966898910980669827,1,negative
2025-09-13 16:17:41+00:00,,lu banyak promosiin demo yang udah ga bener ini anti islam pembunuhan perdana menteri inggris parah,[],1,0,0,0,,,in,https://x.com/undefined/status/1966899091293827507,1,negative
2025-09-13 17:08:55+00:00,,minta maaf skrg atau kita demo di depan rumah lu por kru khemjira the series ep6 เขมจราตองรอดep6,['เขมจ'],1,0,1,0,,,in,https://x.com/undefined/status/1966911987134480462,1,negative
2025-09-13 16:19:32+00:00,,kak u just didnt know r u that shitty dpr makes millions every month just because of their title as anggota dpr thats why banyak artis pindah haluan ke dpr karena walaupun gaji artis banyak title dpr lebih makanya mereka bingung kok naik gaji gak seberapa di demo,[],1,0,1,0,,,in,https://x.com/undefined/status/1966899558145028511,1,negative
2025-09-13 17:15:20+00:00,,maaf kak jbjb banyak bet negara yang demo,[],1,0,1,0,,,in,https://x.com/undefined/status/1966913599684964594,1,negative
2025-09-13 17:16:18+00:00,,diantara dua itulah filternya ke prabowo makanya presiden langsung panggil herindra dan sempat dimarahin tuh dia akhirnya dijelaskan soal demo ada yang meninggal affan kurniawan,[],1,0,0,0,,,in,https://x.com/undefined/status/1966913844376392126,1,neutral
2025-09-13 15:57:57+00:00,,orang orang pada sembrono bikin gerakan bikin slogan bikin keributan itulah gunanya belajar sejarah ponakan gw yg umurnya masih 21 ga ngerti ketakutan apa yg generasi sebelumnya rasakan saat demo kemaren mulai melebar dan rusuh,[],1,0,1,0,,,in,https://x.com/undefined/status/1966894126294855934,1,negative
2025-09-13 17:17:09+00:00,,apa kabar kamu hari ini fyp viral ahmadsahroni demo dpr salsaerwina,"['fyp', 'viral', 'ahmadsahroni', 'demo', 'dpr', 'salsaerwina']",1,0,0,0,https://pbs.twimg.com/amplify_video_thumb/1966913787728195587/img/CdI5kdjq065NqZ5x.jpg,,in,https://x.com/undefined/status/1966914057665229072,1,neutral
2025-09-13 17:20:46+00:00,,supaya apa supaya orang demo gak kedengaran saat dpr rapat jika boleh usul demonya di pindah ke dalam gedung saat rapat biar pendemo tau seberapa bagus kinerja dpr yang digaji tinggi itu,[],1,0,0,0,,,in,https://x.com/undefined/status/1966914967602606363,1,negative
2025-09-13 15:57:06+00:00,,mengagendakan demo ingat 178 tidak ada adili jokowi dan makzulkan gibran itu tanda2,[],1,0,1,0,,,in,https://x.com/undefined/status/1966893912288883042,1,neutral
2025-09-13 16:10:19+00:00,,ternyata emang demo rasisme aja bro wkwkw,[],1,0,0,1,,,in,https://x.com/undefined/status/1966897238736805989,1,negative
2025-09-14 05:47:05+00:00,,ingpo titik lokasi kita demo ke ayah,[],1,0,0,0,,,in,https://x.com/undefined/status/1967102784618254399,1,neutral
2025-09-13 15:52:32+00:00,,menkeu purbaya demo ricuh bukan karena global tapi salah kelola ekonomi sendiri itu salah satunya amp hal lainnya rakyat indonesia masih mencari keadilan di negeri nya sendiri rakyat indonesia di adudomba oleh para anjing penjaga tikus koruptor mereka tdk mau ada kesetaraan,[],1,0,3,0,https://pbs.twimg.com/ext_tw_video_thumb/1966892745970380802/pu/img/H-2wvB2zP2FhD9eh.jpg,,in,https://x.com/undefined/status/1966892765155045646,1,negative
2025-09-13 15:45:36+00:00,,lha emang iya bener mkny adanya hukum it mewakili yg benar amp yg salah yg jd persoalan it kamunya yg mesti ada apa2ny kok di demo malah makin gebleg aja sih dr hari ke harickckck,[],1,0,0,0,,,in,https://x.com/undefined/status/1966891016960831846,1,negative
2025-09-14 09:35:29+00:00,,nah kan demo penurunan kemarin emang terlalu prematur kerja belum seminggu udah di demo kita pantau aja dulu kinerjanya btw anaknya menkeu kirakira bermanfaat apa ga ini akhirnya,[],1,0,0,0,https://pbs.twimg.com/media/G0zB1ZIbsAA8oFw.jpg,,in,https://x.com/undefined/status/1967160262647333364,1,negative
2025-09-13 13:49:26+00:00,,ada apa dg komisi 3 dprrikenapa diam aja kunker kalian diwartakan baru bbrp hari lalu demo besar2an krn etika dan kinerja kalian dprri buruk nirempati rakyat sekarang sudah bertingkah,[],1,0,0,0,,,in,https://x.com/undefined/status/1966861785107231141,1,negative
2025-09-13 14:44:24+00:00,,konteksnya bukan itu kita lagi ngomongin warga negara yg demo karena kebijakan pemerintahnya saya sih bodo amat mau trump ada di epstein file dll,[],1,0,1,0,,,in,https://x.com/undefined/status/1966875614964838552,1,negative
2025-09-13 15:54:51+00:00,,dia kemana pas kemarin pada demo woy,[],1,0,0,0,,,in,https://x.com/undefined/status/1966893345915146533,1,neutral
2025-09-13 15:23:16+00:00,,demo donk semonas,[],1,0,0,0,,,in,https://x.com/undefined/status/1966885397931454818,1,negative
2025-09-13 15:56:47+00:00,,udah semua partaik sama ajah isinya cuma orang minterin rakyat yg di omongin so salsa bener krn dulu pdip masuk partai penguasa yg di omongin si mas² jg bener krn partai koalisi pendukung pemerintah skrg jg gk bergerak sebelum ada demo besar kmarin,[],1,0,0,0,,,in,https://x.com/undefined/status/1966893832676798825,1,negative
2025-09-13 15:16:06+00:00,,chronically online users sekali bersatu demo akbar dan decision makernnya ialah ai ngerp aja kali atau roblox,[],1,0,0,0,,,in,https://x.com/undefined/status/1966883595672580540,1,negative
2025-09-13 14:55:51+00:00,,males amat anjing kyk disuruh demo mulu ya elu kerjanya yg bener dong babi,[],1,0,0,0,,,in,https://x.com/undefined/status/1966878497038889271,1,negative
2025-09-13 13:47:34+00:00,,natalius pigai lu orang mau bikin lapangan demo suka banget didemo sampe bikin lapangan khusus bikin lapangan demo buat nerima aspirasi rakyat emang gabisa nerima aspirasi nggak sampe harus didemo,[],1,0,1,0,,,in,https://x.com/undefined/status/1966861315571675495,1,negative
2025-09-13 22:47:49+00:00,,ketika lu darah rendah maksa ikut demo,[],1,0,0,0,,,in,https://x.com/undefined/status/1966997273847755008,1,negative
2025-09-14 04:57:55+00:00,,wkwkkw lakilaki korsel emang aneh banget padahal dan udah banyak berita korsel yang meliput lebih bener kalau mereka demo gegara banyak wn korsel dideportasi sama trump di pabrik hyundai kan itu jelasjelas dehumanisasi ya,[],1,0,0,0,,,in,https://x.com/undefined/status/1967090410930794623,1,negative
2025-09-14 05:07:54+00:00,,tauya giliran kemaren demo di ban,[],1,0,0,0,,,in,https://x.com/undefined/status/1967092925541871842,1,neutral
2025-09-13 17:32:38+00:00,,masukin apple dong jgn pilih kasih lo pada msh pake apple tapi teriak boikot tim cook aja msh dukung isriwil demo palestina di pecatin,[],1,0,1,0,,,in,https://x.com/undefined/status/1966917955234787781,1,negative
2025-09-13 23:03:00+00:00,,ada teknologi yang namanya pintu pak tolong itu kalau ada yang demo pintu dpr dibuka lebarlebar agar perwakilan dari pendemo bisa masuk dan menyampaikan aspirasinya langsung ke dpr ez pz,[],1,0,0,0,,,in,https://x.com/undefined/status/1967001091973005350,1,neutral
2025-09-14 09:25:56+00:00,,demo digaji 45rb wkwkwkw,[],1,0,0,0,,,in,https://x.com/undefined/status/1967157861789900943,1,negative
2025-09-13 17:26:51+00:00,,hitsuji ga ippiki yami no naka zenbu kirisaite ike utsukushii yoru ga akenai no nara suuji demo kazoete miru,[],1,0,0,0,,,in,https://x.com/undefined/status/1966916496850121106,1,neutral
2025-09-14 00:57:33+00:00,,disediakan tempat demo trus polisi tinggal lempar gas air mata ke tempat demo langsung strike 100x,[],1,0,0,0,,,in,https://x.com/undefined/status/1967029922825990159,1,neutral
2025-09-14 00:58:57+00:00,,saudara kandung saudara sepupu cuma mengikuti akun di medsos dan mau di ajak demo dan ngejarah ketangkep konyol kan papaeko selamat ber hariminggu teman² dumay tetap stres jangan bersyukur,"['PapaEko', 'HariMinggu']",1,0,0,0,https://pbs.twimg.com/amplify_video_thumb/1967029746128297984/img/ivdOefGU5s53wffJ.jpg,,in,https://x.com/undefined/status/1967030274455466245,1,negative
2025-09-14 04:41:26+00:00,,bagaimanapun prabowo maksa untuk ngejalanin program populisnya yang utopis ini baru selesai demo harus didemo lagi,[],0,1,0,0,,,in,https://x.com/undefined/status/1967086263691071530,1,negative
2025-09-14 00:18:24+00:00,,disini org demo dituntut tetap sopan karna gpp dizolimi yg pntg mereka ttp sopan,[],1,0,0,0,,,in,https://x.com/undefined/status/1967020069176868905,1,negative
2025-09-14 00:18:09+00:00,,tetap usut dalang kerusuhan demo agustus dong,[],1,0,0,0,,,in,https://x.com/undefined/status/1967020006912520497,1,negative
2025-09-13 23:21:38+00:00,,itu demo anti fasis anti pribumi di inggris vs penduduk lokal anti pendatangimigran minoritas dari yang bawa hukum islam secara paksa dan taharrush perempuan dikelilingi oleh sekelompok lakilaki dan mengalami kekerasan seksual,[],1,0,1,1,,,in,https://x.com/undefined/status/1967005782714839444,1,negative
2025-09-13 23:58:13+00:00,,masalahnya berawal dari konten ferry irwandi di media sosial dan youtube yang menolak atau memperingatkan soal darurat militer yang diduga direncanakan di balik kerusuhan demo dan mengklaim itu berhasil dicegah tni menilai konten itu menyesatkan provokatif dan fitnah,[],1,0,1,0,,,in,https://x.com/undefined/status/1967014990218731915,1,negative
2025-09-14 00:49:12+00:00,,mari lah kali ni kita sokong pas sekali bagi peluang mana tahu kalau menjadi seperti digembargemburkan kalau tak jadi kita singkirkan buat demo turun untuk diorang pulak ahhahahaha,[],1,0,0,0,,,in,https://x.com/undefined/status/1967027820758265910,1,negative
2025-09-13 22:33:01+00:00,,dalam demo agustus kpn lalu juga ada aksi pengusiran tni oleh massa aksi dg nyanyian kembali ke barak ini pasti ada penyusup yg mengarahkan massa,[],1,0,1,0,,,in,https://x.com/undefined/status/1966993546701140013,1,negative
2025-09-13 23:26:50+00:00,,apa sih takut nya mengganti kapolri yg sdh gagal dan loyalis dari pada di demo lagi mending di copot nih kapolri,[],1,0,0,0,,,in,https://x.com/undefined/status/1967007092927271134,1,negative
2025-09-13 17:29:54+00:00,,tanwa kerjasama sama krailert buat gak ngasih tau trin soal demo biar trin tetep aman tanwa warning victor tapi victor kekeuh sama pendiriannya trin gak tau kalo tanwa udh warning victor dan reaksi trin itu respon trauma dia they just need more time and communication duh,[],1,0,1,0,,,in,https://x.com/undefined/status/1966917265452134542,1,negative
2025-09-14 01:26:41+00:00,,jangan tunggu rusuh kan bisa simple contoh kemaren kalau demo dpr ada satu aja dpr yg mau keluar ga pada kabur jg most likely ga bakal rusuh rusuh jg banyak provokator,[],1,0,1,0,,,in,https://x.com/undefined/status/1967037254494462400,1,negative
2025-09-14 01:32:07+00:00,,masa itu sudah lewat dulu waktu masih seusia mereka yang baru demo kemarin saya sudah kecewa malah saya sudah pernah mempraktekkan bagaimana rasanya kabur dari rumah sendiri dan tinggal menetap di rumah negara orang lain sekarang pikiran saya sudah tidak terjebak pada like,[],1,0,0,0,,,in,https://x.com/undefined/status/1967038621242061036,1,negative
2025-09-14 01:35:12+00:00,,mindset orang di bawah capitalist realism sih gitu mas konsumsi atau pake barang mewah dianggapnya bagian dari kelas rich kelas oligarki atau kelas kapitalis ini logika yang mirip mirip sama orang yang nyinyirin buruh yang demo naik ninja,[],1,0,0,0,,,in,https://x.com/undefined/status/1967039397817385457,1,negative
2025-09-14 01:29:41+00:00,,video ini tampaknya kompilasi rekaman historis asli dari demo 19661967 di indonesia melawan soekarno dengan overlay teks modern slogan soekarno tukang kawin memang digunakan saat itu menurut sumber seperti neohistoria dan catatan sejarah tritura isi kontennya sesuai fakta,[],1,0,0,0,,,in,https://x.com/undefined/status/1967038005778280960,1,positive
2025-09-14 01:35:15+00:00,,karena ojol itu udah kaya ormas orangnya banyak dan solidaritas nya cukup tinggi takut kalau demo lagi waktunya dipiara atau di cerai beraikan sekarang dimanja dulu profesi lain minggir dulu,[],0,1,0,0,,,in,https://x.com/undefined/status/1967039409767018630,1,positive
2025-09-14 02:44:59+00:00,,tapi sudah mulai di strom virus termulnya den termul dan mul sendiri saat ini sedeng ketar ketir si mul pasca demo rusuh sering menceret di celana tambah depresi berat,[],1,0,1,0,,,in,https://x.com/undefined/status/1967056957183062194,1,negative
2025-09-14 01:42:58+00:00,,polanya sederhana didalam tenang jinak di luar garang demo protes dan semua salah kalo bukan kami,[],1,0,0,0,,,in,https://x.com/undefined/status/1967041352514105773,1,negative
2025-09-14 08:18:57+00:00,,betul bang di beberapa negara sekarang rakyatnya pada demo semua,[],1,0,0,0,,,in,https://x.com/undefined/status/1967141002025771170,1,negative
2025-09-14 04:48:53+00:00,,minta digeruduk massa demo ya buat rakyat marah aja,[],1,0,0,0,,,in,https://x.com/undefined/status/1967088138054234423,1,negative
2025-09-14 01:44:52+00:00,,antisipasi aksi demo nasional personel tni jaga objek vital di tts soe 13 september 2025 personel koramil 162101kota soe melaksanakan pengamanan dan pemantauan di kawasan pt cipta laku lestari yang berlokasi di desa mnelalete kec amanuban barat kab timor tengah selatan,[],1,0,0,0,https://pbs.twimg.com/media/G0xWHQBa0AAJ-e_.jpg,,in,https://x.com/undefined/status/1967041827573567540,1,neutral
2025-09-14 08:30:20+00:00,,terima kasih masukkannya bro saya berusaha netral dengan fakta terkini dari penelusuran di x banyak akun mendesak ganti kapolri listyo sigit untuk reformasi polri pascademo agustus tapi resmi belum ada surpres dari prabowo dibantah mensesneg amp dpr 1392025 ada pula yg,[],1,0,1,0,,,in,https://x.com/undefined/status/1967143866190229789,1,neutral
2025-09-14 01:47:45+00:00,,demo anti pendatang yang kurang ajar,[],1,0,0,0,,,in,https://x.com/undefined/status/1967042556413485163,1,negative
2025-09-14 01:56:23+00:00,,siapa bilang web3 ribet ini bukti inovasi sederhana yang bikin semua orang bisa ikut excited nunggu demo interaktif pantau terus gabung petualangan ini cek spoonos di buat mulai bangun ai agentsmu kunjungi,[],1,0,1,0,,,in,https://x.com/undefined/status/1967044728689750329,1,positive
2025-09-14 04:01:21+00:00,,pelawak sekaligus anggota dpr ri nonaktif eko patrio memilih untuk mengontrak setelah rumahnya habis dijarah buntut kericuhan demo massa akhir agustus lalu soal rumahnya yang dijarah eko mengaku belum bisa memikirkan bagaimana kelanjutannya ya sementara saya masih ngontrak,[],1,0,1,0,https://pbs.twimg.com/media/G0x1WwZbUAA7-Vw.jpg,,in,https://x.com/undefined/status/1967076177514033573,1,neutral
2025-09-14 03:09:23+00:00,,di as pernah ada demo oleh anak2 untuk memprotes segregasi ras meanwhile pemerentah indo menuntut aktivis karena mendorong anak ikut demo mereka tahu generasi muda bisa berbahaya dan terbukti dengan revolusi anak muda di nepal,[],1,0,0,0,https://pbs.twimg.com/media/G0xpcfMbcAAFA6h.jpg,,in,https://x.com/undefined/status/1967063098722054660,1,negative
2025-09-14 01:53:26+00:00,,tanda tangan opo meneh iki kokean tanda tangan lansung demo ae karuan,[],1,0,0,0,,,in,https://x.com/undefined/status/1967043983483535616,1,negative
2025-09-14 03:13:53+00:00,,whan when whan when ada yang ngasih perlawanan keras aja masih kena nyinyir dan lebih bergantung sama demo damai berharap perubahan apa kalau mau perubahan itu ya jangan nanggung boook suara lu ga bakal didenger kecuali lu berhasil nembus gedunggedung pemerintahan itu,[],1,0,0,0,,,in,https://x.com/undefined/status/1967064231838445589,1,negative
2025-09-14 04:36:27+00:00,,kalau video ini benar adanya sangat perlu ditelusuri untuk antisipasi siapa dibalik demo barusan dan renvana demo 98 jilid ii,[],1,0,0,0,,,in,https://x.com/undefined/status/1967085007518003425,1,negative
2025-09-13 05:38:05+00:00,,lu tau gak sih di tiktok pada bilang ini mah ancur banget sampe presiden nya turun mereka tuh bodoh ya untung presiden kita kuat ya ngadepin demo kemarin sumpah muak banget pada tolol,[],1,0,0,0,,,in,https://x.com/undefined/status/1966738130599583983,1,negative
2025-09-13 04:54:10+00:00,,mesti ada kroni company print baju tengah sales down nanti boleh ambik tender print baju untuk demo pandai2,[],1,0,0,0,,,in,https://x.com/undefined/status/1966727078465995207,1,neutral
2025-09-14 10:33:07+00:00,,demo apaan jir setengah jam doang,[],1,0,0,0,,,in,https://x.com/undefined/status/1967174767653560696,1,negative
2025-09-13 05:05:57+00:00,,kmrn ikut demo yh makanya blos piket,[],0,0,0,0,,,in,https://x.com/undefined/status/1966730046523273288,0,neutral
2025-09-14 10:31:53+00:00,,di x feel nya selalu kek lagi dikelilingi demo di rl,[],0,0,0,0,,,in,https://x.com/undefined/status/1967174458688643571,0,neutral
